2026-02-15T07:22:50.462Z === Discovery run started 2026-02-15T07:22:50.462Z ===
2026-02-15T07:22:50.463Z [INFO] Discovery run date: 2026-02-15
2026-02-15T07:22:50.463Z [INFO] Using First Nations input file: data/first_nations_input.txt
2026-02-15T07:22:50.984Z [INFO] Fetching municipalities seed page: https://www.amo.on.ca/about-us/municipal-101/ontario-municipalities
2026-02-15T07:22:51.209Z [INFO] Municipality candidates extracted: 442
2026-02-15T07:24:31.037Z [INFO] Municipality seed finalized: 442
2026-02-15T07:24:31.039Z [INFO] Loaded First Nations input names: 0
2026-02-15T07:24:31.040Z [INFO] Combined org seed size: 442
2026-02-15T07:24:33.191Z [INFO] municipality:City of Brantford => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:43:13.510Z [INFO] municipality:Township of Ashfield-Colborne-Wawanosh => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:43:15.908Z [INFO] municipality:Township of Assiginack => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:43:18.630Z [INFO] municipality:Township of Atikokan => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:43:26.338Z [INFO] municipality:Township of Adjala-Tosorontio => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:43:30.933Z [INFO] municipality:Township of Alberton => jobs_source_type=ats_taleo, confidence=1.0
2026-02-15T07:43:41.440Z [INFO] municipality:Township of Beckwith => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:43:48.017Z [INFO] municipality:Township of Black River Matheson => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:43:53.086Z [INFO] municipality:Township of Bonfield => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:43:54.788Z [INFO] municipality:Township of Bonnechere Valley => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:43:55.874Z [INFO] municipality:Township of Brock => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:43:58.547Z [INFO] municipality:Township of Blandford Blenheim => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:43:59.792Z [INFO] municipality:Township of Athens => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:44:11.302Z [INFO] municipality:Township of Baldwin => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:44:12.590Z [INFO] municipality:Township of Burpee & Mills => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:44:17.069Z [INFO] municipality:Township of Calvin => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:44:32.332Z [INFO] municipality:Town of Oakville => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:44:49.403Z [INFO] municipality:Township of Cavan Monaghan => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:44:55.501Z [INFO] municipality:Township of Central Frontenac => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:45:00.660Z [INFO] municipality:Township of Centre Wellington => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:45:08.445Z [INFO] municipality:Township of Casey => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:45:10.270Z [INFO] municipality:Township of Augusta => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:45:13.515Z [INFO] municipality:Township of Champlain => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:45:15.785Z [INFO] municipality:Township of Chamberlain => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:45:32.446Z [INFO] municipality:Township of Carlow/Mayo => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:45:37.306Z [INFO] municipality:Township of Brudenell, Lyndoch and Raglan => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:45:39.500Z [INFO] municipality:Township of Clearview => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:45:49.531Z [INFO] municipality:Township of Carling => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:45:49.578Z [INFO] municipality:Township of Chisholm => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:45:54.722Z [INFO] municipality:Township of Cockburn Island => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:46:07.353Z [INFO] municipality:Township of Coleman => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:46:07.445Z [INFO] municipality:Township of Conmee => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:46:11.782Z [INFO] municipality:Township of Cramahe => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:46:34.076Z [INFO] municipality:Township of Chatsworth => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:46:43.366Z [INFO] municipality:Township of Dorion => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:46:45.434Z [INFO] municipality:Township of Dawson => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:46:51.208Z [INFO] municipality:Township of Douro-Dummer => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:46:57.515Z [INFO] municipality:Township of Drummond-North Elmsley => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:47:14.583Z [INFO] municipality:Township of East Garafraxa => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:47:26.053Z [INFO] municipality:Township of Chapple => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:47:28.162Z [INFO] municipality:Township of East Zorra-Tavistock => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:47:29.239Z [INFO] municipality:Township of Edwardsburgh/Cardinal => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:47:34.186Z [INFO] municipality:Township of East Hawkesbury => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:47:46.323Z [INFO] municipality:Township of Elizabethtown - Kitley => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:48:19.614Z [INFO] municipality:Township of Enniskillen => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:48:24.523Z [INFO] municipality:Township of Dawn-Euphemia => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:48:29.664Z [INFO] municipality:Township of Ear Falls => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:48:36.694Z [INFO] municipality:Township of Essa => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:48:41.649Z [INFO] municipality:Township of Evanturel => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:48:55.725Z [INFO] municipality:Township of Front of Yonge => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:49:12.827Z [INFO] municipality:Township of Frontenac Islands => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:16.837Z [INFO] municipality:Township of Gauthier => jobs_source_type=ats_workday, confidence=1.0
2026-02-15T07:49:20.935Z [INFO] municipality:Township of Georgian Bay => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:22.087Z [INFO] municipality:Township of Georgian Bluffs => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:24.178Z [INFO] municipality:Township of Gillies => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:35.906Z [INFO] municipality:Township of Fauquier-Strickland => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:49:40.261Z [INFO] municipality:Township of Greater Madawaska => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:41.326Z [INFO] municipality:Township of Hamilton => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:42.615Z [INFO] municipality:Township of Emo => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:53.275Z [INFO] municipality:Township of Chapleau => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:56.691Z [INFO] municipality:Township of Guelph-Eramosa => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:49:59.753Z [INFO] municipality:Township of Harris => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:50:05.877Z [INFO] municipality:Township of Faraday => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:50:13.361Z [INFO] municipality:Township of Havelock-Belmont-Methuen => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:50:14.624Z [INFO] municipality:Township of Horton => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:50:23.018Z [INFO] municipality:Township of Hornepayne => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:50:33.494Z [INFO] municipality:Township of Harley => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:50:34.637Z [INFO] municipality:Township of Huron-Kinloss => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:50:43.647Z [INFO] municipality:Township of Howick => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:50:48.722Z [INFO] municipality:Township of Ignace => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:50:48.854Z [INFO] municipality:Township of James => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:51:10.949Z [INFO] municipality:Township of Hilton => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:51:14.385Z [INFO] municipality:Township of Hudson => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:51:25.412Z [INFO] municipality:Township of Hilliard => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:51:28.093Z [INFO] municipality:Township of Joly => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:51:43.552Z [INFO] municipality:Township of Killaloe, Hagarty & Richards => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:51:44.696Z [INFO] municipality:Township of King => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:51:46.004Z [INFO] municipality:Township of Dubreuilville => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:51:48.679Z [INFO] municipality:Township of Kerns => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:51:52.143Z [INFO] municipality:Township of Lake of Bays => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:52:06.188Z [INFO] municipality:Township of Lanark Highlands => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:52:23.065Z [INFO] municipality:Township of La Vallee => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:52:24.217Z [INFO] municipality:Township of Lake of the Woods => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:52:25.172Z [INFO] municipality:Township of Laurentian Valley => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:52:26.835Z [INFO] municipality:Township of Jocelyn => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:52:27.915Z [INFO] municipality:Township of Loyalist => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:52:28.947Z [INFO] municipality:Township of Lucan Biddulph => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:52:41.280Z [INFO] municipality:Township of Leeds & the Thousand Islands => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:52:42.216Z [INFO] municipality:Township of Johnson => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:52:42.546Z [INFO] municipality:Township of Machar => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:52:58.600Z [INFO] municipality:Township of Laird => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:52:59.613Z [INFO] municipality:Township of Madawaska Valley => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:53:11.605Z [INFO] municipality:Township of Machin => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:53:28.643Z [INFO] municipality:Township of Malahide => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:53:47.169Z [INFO] municipality:Township of Mapleton => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:53:48.407Z [INFO] municipality:Township of Macdonald, Meredith & Aberdeen Add'l => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:54:01.349Z [INFO] municipality:Township of Limerick => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:54:16.305Z [INFO] municipality:Township of Matachewan => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:54:16.714Z [INFO] municipality:Township of Madoc => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:54:17.881Z [INFO] municipality:Township of Mattice-Val Cote => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:54:33.760Z [INFO] municipality:Township of McDougall => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:54:33.923Z [INFO] municipality:Township of McGarry => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:54:34.969Z [INFO] municipality:Township of McKellar => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:54:35.926Z [INFO] municipality:Township of McNab-Braeside => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:54:37.953Z [INFO] municipality:Township of Middlesex Centre => jobs_source_type=ats_dayforce, confidence=1.0
2026-02-15T07:54:40.588Z [INFO] municipality:Township of Mattawan => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:54:40.824Z [INFO] municipality:Township of McMurrich/Monteith => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:54:54.631Z [INFO] municipality:Township of Montague => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:54:55.111Z [INFO] municipality:Township of Minden Hills => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:54:55.922Z [INFO] municipality:Township of Larder Lake => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:54:57.981Z [INFO] municipality:Township of Muskoka Lakes => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:55:12.244Z [INFO] municipality:Township of Mulmur => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:55:26.292Z [INFO] municipality:Township of Nipigon => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:55:30.097Z [INFO] municipality:Township of Morley => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:55:39.969Z [INFO] municipality:Township of Moonbeam => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:55:40.879Z [INFO] municipality:Township of Manitouwadge => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:55:45.035Z [INFO] municipality:Township of North Dumfries => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:55:47.141Z [INFO] municipality:Township of North Frontenac => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:55:49.191Z [INFO] municipality:Township of North Glengarry => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:55:51.293Z [INFO] municipality:Township of North Huron => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:55:58.031Z [INFO] municipality:Township of North Dundas => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:56:04.110Z [INFO] municipality:Township of North Stormont => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:56:05.417Z [INFO] municipality:Township of North Kawartha => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:56:15.987Z [INFO] municipality:Township of Melancthon => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:56:21.205Z [INFO] municipality:Township of Norwich => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:56:22.280Z [INFO] municipality:Township of Oro-Medonte => jobs_source_type=ats_workday, confidence=1.0
2026-02-15T07:56:25.280Z [INFO] municipality:Township of Nipissing => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:56:25.352Z [INFO] municipality:Township of Otonabee-South Monaghan => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:56:32.142Z [INFO] municipality:Township of Opasatika => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:56:48.949Z [INFO] municipality:Township of Nairn & Hyman => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:57:00.425Z [INFO] municipality:Township of Pelee => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:57:06.504Z [INFO] municipality:Township of Perth South => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:57:16.502Z [INFO] municipality:Township of Papineau-Cameron => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:57:35.535Z [INFO] municipality:Township of Pickle Lake => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:57:42.147Z [INFO] municipality:Township of O'Connor => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:57:46.602Z [INFO] municipality:Township of Prince => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:57:47.673Z [INFO] municipality:Township of Ramara => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:58:01.369Z [INFO] municipality:Township of Perth East => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:58:08.893Z [INFO] municipality:Township of Perry => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:58:13.002Z [INFO] municipality:Township of Russell => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:58:15.423Z [INFO] municipality:Township of Rideau Lakes => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:58:30.160Z [INFO] municipality:Township of Ryerson => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:58:56.867Z [INFO] municipality:Township of Plummer Additional => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:58:57.968Z [INFO] municipality:Township of Scugog => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:59:00.057Z [INFO] municipality:Township of Seguin => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:59:04.185Z [INFO] municipality:Township of Selwyn => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:59:07.364Z [INFO] municipality:Township of Severn => jobs_source_type=ats_workday, confidence=1.0
2026-02-15T07:59:24.580Z [INFO] municipality:Township of Sioux Narrows - Nestor Falls => jobs_source_type=manual_review, confidence=0.0
2026-02-15T07:59:26.305Z [INFO] municipality:Township of North Algona-Wilberforce => jobs_source_type=unknown, confidence=0.5
2026-02-15T07:59:26.905Z [INFO] municipality:Township of Red Rock => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:59:28.959Z [INFO] municipality:Township of South Glengarry => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:59:30.046Z [INFO] municipality:Township of South Stormont => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:59:32.150Z [INFO] municipality:Township of South-West Oxford => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:59:33.214Z [INFO] municipality:Township of Southgate => jobs_source_type=html_list, confidence=0.8
2026-02-15T07:59:39.359Z [INFO] municipality:Township of Southwold => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:00:09.277Z [INFO] municipality:Township of Puslinch => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:00:11.351Z [INFO] municipality:Township of Springwater => jobs_source_type=ats_workday, confidence=1.0
2026-02-15T08:00:11.932Z [INFO] municipality:Township of Sables Spanish Rivers => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:00:27.243Z [INFO] municipality:Township of Spanish => jobs_source_type=unknown, confidence=0.5
2026-02-15T08:00:31.002Z [INFO] municipality:Township of Schreiber => jobs_source_type=unknown, confidence=0.5
2026-02-15T08:00:48.060Z [INFO] municipality:Township of Stone Mills => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:00:56.697Z [INFO] municipality:Township of Stirling-Rawdon => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:01:05.142Z [INFO] municipality:Township of Strathroy - Caradoc => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:01:13.766Z [INFO] municipality:Township of Strong => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:01:17.875Z [INFO] municipality:Township of Tay => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:01:30.965Z [INFO] municipality:Township of South Algonquin => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:01:34.157Z [INFO] municipality:Township of St. Clair => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:01:36.249Z [INFO] municipality:Township of Tay Valley => jobs_source_type=ats_workday, confidence=1.0
2026-02-15T08:01:53.662Z [INFO] municipality:Township of The Archipelago => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:01:57.470Z [INFO] municipality:Township of Tarbutt => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:02:01.611Z [INFO] municipality:Township of Tiny => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:02:24.111Z [INFO] municipality:Township of Tehkummah => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:02:57.832Z [INFO] municipality:Township of Terrace Bay => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:02:59.946Z [INFO] municipality:Township of Uxbridge => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:03:38.443Z [INFO] municipality:Township of Tudor & Cashel => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:03:39.569Z [INFO] municipality:Township of Wainfleet => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:03:43.647Z [INFO] municipality:Township of Warwick => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:12.684Z [INFO] municipality:Township of Wellesley => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:04:14.816Z [INFO] municipality:Township of Wellington North => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:18.879Z [INFO] municipality:Township of Tyendinaga => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:18.911Z [INFO] municipality:Township of West Lincoln => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:20.794Z [INFO] municipality:Township of Whitewater Region => jobs_source_type=unknown, confidence=0.5
2026-02-15T08:04:23.944Z [INFO] municipality:Township of Wilmot => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:40.367Z [INFO] municipality:Township of White River => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:41.495Z [INFO] municipality:Township of Woolwich => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:47.619Z [INFO] municipality:Township of South Frontenac => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:04:54.059Z [INFO] municipality:Township of St. Joseph => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:58.617Z [INFO] municipality:Township of Zorra => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:04:59.930Z [INFO] municipality:United Townships of Head, Clara & Maria => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:05:03.970Z [INFO] municipality:United Counties of Prescott and Russell => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:05:18.017Z [INFO] municipality:Village of Burk's Falls => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:05:20.821Z [INFO] municipality:United Counties of Stormont, Dundas and Glengarry => jobs_source_type=ats_bamboohr, confidence=1.0
2026-02-15T08:05:32.127Z [INFO] municipality:Village of Merrickville-Wolford => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:05:37.984Z [INFO] municipality:Village of Newbury => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:05:49.189Z [INFO] municipality:Village of Oil Springs => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:05:59.432Z [INFO] municipality:Village of Point Edward => jobs_source_type=unknown, confidence=0.5
2026-02-15T08:06:02.550Z [INFO] municipality:Village of Sundridge => jobs_source_type=unknown, confidence=0.5
2026-02-15T08:06:03.112Z [INFO] municipality:Village of Hilton Beach => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:06:06.343Z [INFO] municipality:Village of South River => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:06:18.232Z [INFO] municipality:Township of Wollaston => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:06:24.643Z [INFO] municipality:Township of Val Rita-Harty => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:06:53.454Z [INFO] municipality:Township of The North Shore => jobs_source_type=html_list, confidence=0.8
2026-02-15T08:07:58.034Z [INFO] municipality:Village of Westport => jobs_source_type=manual_review, confidence=0.0
2026-02-15T08:07:58.042Z [INFO] total_orgs=442
2026-02-15T08:07:58.043Z [INFO] with_jobs_url=361
2026-02-15T08:07:58.043Z [INFO] manual_review_total=81
2026-02-15T08:07:58.043Z [INFO] unknown_total=52
2026-02-15T08:07:58.043Z [INFO] manual_review_flag_total=133
2026-02-15T08:07:58.079Z === Discovery run finished 2026-02-15T08:07:58.079Z ===
